FAC_CODE,FACULTY,CRN,COURSE,COURSETITLE,CRNTITLE,SECTION,CREDITS,SCHEDULETYPE,DAY,CTIME,CAMPUS,BLDG,ROOM,SECTION_CAMPUS,INSTNAME,CAPACITY,ATTRIBUTE_CODE,COURSE_ATTRIBUTE,STATUS,COLL_REST,MAJOR_REST,COURSE_LEVEL
06,Science,11290,CMPS241,Introduction to Programming,Introduction to Programming,D3,3,Lab,Wednesday,1401 - 1600,Debbieh,SCIENC,Computer Lab B,Debbieh,Madona Wafic Zankar,25,0600-YCOR,General Science - Core Courses,3,"Include:, Science",,Undergraduate
06,Science,11273,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D2,1,Lab,Thursday,1101 - 1400,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Hibatallah Hasan Nahhas,30,0600-YCOR,General Science - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11274,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D3,1,Lab,Thursday,1401 - 1700,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Hasan Mahmoud Shamseddine,30,0600-YCOR,General Science - Core Courses,1,"Include:, Science",,Undergraduate
06,Science,11957,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D8,1,Lab,Thursday,1401 - 1700,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Leen Wajdi El Khatib,25,0600-YCOR,General Science - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11398,PHYS243L,General Physics Laboratory,General Physics Laboratory,D4,1,Lab,Monday,1101 - 1400,Debbieh,ENG,General Physics Lab,Debbieh,Wafic Mohammad Labban,30,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11958,PHYS243L,General Physics Laboratory,General Physics Laboratory,D6,1,Lab,Thursday,1101 - 1400,Debbieh,,,,Farah Yousef Fattouh,30,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11955,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D6,1,Lab,Thursday,0801 - 1100,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Tamara Mohamad Houteit,25,0600-YCOR,General Science - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11956,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D7,1,Lab,Thursday,1101 - 1400,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Zeinab Bahij Fawaz,15,0600-YCOR,General Science - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11395,PHYS243L,General Physics Laboratory,General Physics Laboratory,D1,1,Lab,Thursday,0801 - 1100,Debbieh,ENG,General Physics Lab,Debbieh,Alexandra Hicham El khatib,30,0600-YCOR,General Science - Core Courses,2,,,Undergraduate
06,Science,11396,PHYS243L,General Physics Laboratory,General Physics Laboratory,D2,1,Lab,Thursday,1101 - 1400,Debbieh,ENG,General Physics Lab,Debbieh,Mohamad Sobhi Elkhatib,30,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11396,PHYS243L,General Physics Laboratory,General Physics Laboratory,D2,1,Lab,Thursday,1101 - 1400,Debbieh,ENG,General Physics Lab,Debbieh,Alexandra Hicham El khatib,30,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11289,CMPS241,Introduction to Programming,Introduction to Programming,D2,3,Lab,Wednesday,1401 - 1600,Debbieh,SCIENC,Computer Lab A,Debbieh,Ziad Ghassan Ghosn,25,0600-YCOR,General Science - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11276,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D5,1,Lab,Monday,1401 - 1700,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Rana Mohamad Zankar,25,0600-YCOR,General Science - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11955,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D6,1,Lab,Thursday,0801 - 1100,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Zeinab Bahij Fawaz,25,0600-YCOR,General Science - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11399,PHYS243L,General Physics Laboratory,General Physics Laboratory,D5,1,Lab,Monday,1401 - 1700,Debbieh,ENG,General Physics Lab,Debbieh,Nadwa Mahmoud Harb,25,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11958,PHYS243L,General Physics Laboratory,General Physics Laboratory,D6,1,Lab,Thursday,1101 - 1400,Debbieh,,,,Alaa Mohammad Abdallah,30,0600-YCOR,General Science - Core Courses,Closed,,,Undergraduate
06,Science,11351,MATH345,Discrete Mathematics,Discrete Mathematics,D1,3,Lecture,Tuesday,1231 - 1400,Debbieh,ENG,EB127,Debbieh,Rabih Kamal Damaj,40,0601-Y2COR,Mathematics - Second Year - Core Courses,35,"Include:, Science",,Undergraduate
06,Science,11409,TSHS341,Teaching science in high school,Teaching science in high school,D1,2,Lecture,Tuesday,1431 - 1630,Debbieh,ENG,EG125,Debbieh,Alaa Mohammad Abdallah,50,0601-Y2COR,Mathematics - Second Year - Core Courses,10,,,Undergraduate
06,Science,11349,MATH341,Linear Algebra,Linear Algebra,D1,3,Lecture,Thursday,0801 - 1100,Debbieh,ENG,EB318,Debbieh,Toufic Mohamed Anis El- Arwadi,80,0601-Y2COR,Mathematics - Second Year - Core Courses,19,"Include:, Science",,Undergraduate
06,Science,11350,MATH343,Special Functions,Special Functions,D1,3,Lecture,Thursday,1401 - 1700,Debbieh,ENG,EB127,Debbieh,Rabih Kamal Damaj,40,0601-Y2COR,Mathematics - Second Year - Core Courses,33,"Include:, Science",,Undergraduate
06,Science,11351,MATH345,Discrete Mathematics,Discrete Mathematics,D1,3,Lecture,Thursday,1231 - 1400,Debbieh,ENG,EB127,Debbieh,Rabih Kamal Damaj,40,0601-Y2COR,Mathematics - Second Year - Core Courses,35,"Include:, Science",,Undergraduate
06,Science,11354,MATH443,Topology,Topology,D1,3,Lecture,Monday,0801 - 1100,Debbieh,ENG,EB127,Debbieh,Mohamad Nuhad Abdulrahim,40,0601-Y3COR,Mathematics - Third Year - Core Courses,29,"Include:, Science",,Undergraduate
06,Science,11353,MATH442,Abstract Algebra II,Abstract Algebra II,D1,3,Lecture,Tuesday,0931 - 1230,Debbieh,ENG,EB127,Debbieh,Mohamad Nuhad Abdulrahim,40,0601-Y3COR,Mathematics - Third Year - Core Courses,31,"Include:, Science",,Undergraduate
06,Science,11355,MATH456,Topics in Mathematics,Topics in Mathematics,D1,3,Lecture,Monday,1101 - 1400,Debbieh,ENG,EB318,Debbieh,Mohamad Nuhad Abdulrahim,40,0601-Y3ELC,Mathematics - Third Year - Elective Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11294,CMPS242,Object Oriented Programming,Object Oriented Programming,D1,3,Lecture,Wednesday,0801 - 1000,Debbieh,ENG,EB130,Debbieh,Julie Imad Budaher,25,0604-Y1COR,Computer Science - First Year - Core Courses,17,"Include:, Science",,Undergraduate
06,Science,11294,CMPS242,Object Oriented Programming,Object Oriented Programming,D1,3,Lab,Tuesday,1101 - 1400,Debbieh,SCIENC,Computer Lab A,Debbieh,Madona Wafic Zankar,25,0604-Y1COR,Computer Science - First Year - Core Courses,17,"Include:, Science",,Undergraduate
06,Science,11462,CMPS345,Discrete Structures II,Discrete Structures II,D2,3,Lab,Wednesday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Roa Amine Abou Khachfeh,25,0604-Y2COR,Computer Science - Second Year - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11312,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D2,3,Lab,Wednesday,1101 - 1400,Debbieh,SCIENC,Computer Lab B,Debbieh,Roa Amine Abou Khachfeh,25,0604-Y2COR,Computer Science - Second Year - Core Courses,10,"Include:, Science",,Undergraduate
06,Science,12173,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D1,3,Lab,Wednesday,1101 - 1400,Debbieh,SCIENC,,Debbieh,Mohammed Abed El Razzak Al Saleh,20,0604-Y2COR,Computer Science - Second Year - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11312,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D2,3,Lecture,Thursday,1401 - 1600,Debbieh,ENG,EB318,Debbieh,Mohammed Abed El Razzak Al Saleh,25,0604-Y2COR,Computer Science - Second Year - Core Courses,10,"Include:, Science",,Undergraduate
06,Science,11472,CMPS347,Data Structures,Data Structures,D3,3,Lecture,Tuesday,1201 - 1400,Debbieh,SCIENC,B218,Debbieh,Ali Yassine El-Zaart,25,0604-Y2COR,Computer Science - Second Year - Core Courses,12,"Include:, Science",,Undergraduate
06,Science,11471,CMPS347,Data Structures,Data Structures,D2,3,Lab,Monday,1401 - 1700,Debbieh,SCIENC,Computer Lab A,Debbieh,Mohamad Bahij Yassine,25,0604-Y2COR,Computer Science - Second Year - Core Courses,10,"Include:, Science",,Undergraduate
06,Science,11313,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D3,3,Lab,Friday,0801 - 1100,Debbieh,SCIENC,Computer Lab A,Debbieh,Mohamad Bahij Yassine,25,0604-Y2COR,Computer Science - Second Year - Core Courses,11,"Include:, Science",,Undergraduate
06,Science,11349,MATH341,Linear Algebra,Linear Algebra,D1,3,Lecture,Thursday,0801 - 1100,Debbieh,ENG,EB318,Debbieh,Toufic Mohamed Anis El- Arwadi,80,0604-Y2COR,Computer Science - Second Year - Core Courses,19,"Include:, Science",,Undergraduate
06,Science,11462,CMPS345,Discrete Structures II,Discrete Structures II,D2,3,Lecture,Tuesday,0801 - 1000,Debbieh,SCIENC,B212,Debbieh,Lama Ahmed Affara,25,0604-Y2COR,Computer Science - Second Year - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11461,CMPS345,Discrete Structures II,Discrete Structures II,D1,3,Lecture,Tuesday,0801 - 1000,Debbieh,SCIENC,B212,Debbieh,Lama Ahmed Affara,25,0604-Y2COR,Computer Science - Second Year - Core Courses,5,"Include:, Science",,Undergraduate
06,Science,12173,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D1,3,Lecture,Thursday,1401 - 1600,Debbieh,ENG,EB318,Debbieh,Mohammed Abed El Razzak Al Saleh,20,0604-Y2COR,Computer Science - Second Year - Core Courses,4,"Include:, Science",,Undergraduate
06,Science,11471,CMPS347,Data Structures,Data Structures,D2,3,Lecture,Tuesday,1201 - 1400,Debbieh,SCIENC,B218,Debbieh,Ali Yassine El-Zaart,25,0604-Y2COR,Computer Science - Second Year - Core Courses,10,"Include:, Science",,Undergraduate
06,Science,11470,CMPS347,Data Structures,Data Structures,D1,3,Lecture,Tuesday,1201 - 1400,Debbieh,SCIENC,B218,Debbieh,Ali Yassine El-Zaart,25,0604-Y2COR,Computer Science - Second Year - Core Courses,3,"Include:, Science",,Undergraduate
06,Science,11461,CMPS345,Discrete Structures II,Discrete Structures II,D1,3,Lab,Monday,1401 - 1700,Debbieh,SCIENC,Computer Lab C,Debbieh,Mariam Saleh Sobuh,25,0604-Y2COR,Computer Science - Second Year - Core Courses,5,"Include:, Science",,Undergraduate
06,Science,11313,CMPS343,Computer Organization & Architecture,Computer Organization & Architecture,D3,3,Lecture,Thursday,1401 - 1600,Debbieh,ENG,EB318,Debbieh,Mohammed Abed El Razzak Al Saleh,25,0604-Y2COR,Computer Science - Second Year - Core Courses,11,"Include:, Science",,Undergraduate
06,Science,11472,CMPS347,Data Structures,Data Structures,D3,3,Lab,Monday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Mohamad Bahij Yassine,25,0604-Y2COR,Computer Science - Second Year - Core Courses,12,"Include:, Science",,Undergraduate
06,Science,11470,CMPS347,Data Structures,Data Structures,D1,3,Lab,Monday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Madona Wafic Zankar,25,0604-Y2COR,Computer Science - Second Year - Core Courses,3,"Include:, Science",,Undergraduate
06,Science,11298,CMPS326,Introduction to Human-Computer Interaction,Introduction to Human-Computer Interaction,D2,3,Lab,Thursday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Roa Amine Abou Khachfeh,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,19,"Include:, Science",,Undergraduate
06,Science,11301,CMPS327,Image Processing,Image Processing,D1,3,Lab,Monday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Mariam Saleh Sobuh,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,18,"Include:, Science",,Undergraduate
06,Science,11298,CMPS326,Introduction to Human-Computer Interaction,Introduction to Human-Computer Interaction,D2,3,Lecture,Thursday,1201 - 1400,Debbieh,ENG,EB129,Debbieh,Bilal Ezzeddine Nakhal,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,19,"Include:, Science",,Undergraduate
06,Science,11302,CMPS327,Image Processing,Image Processing,D2,3,Lecture,Tuesday,1401 - 1600,Debbieh,ENG,EB130,Debbieh,Lama Ahmed Affara,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11302,CMPS327,Image Processing,Image Processing,D2,3,Lab,Thursday,1101 - 1400,Debbieh,SCIENC,Computer Lab B,Debbieh,Mariam Saleh Sobuh,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11301,CMPS327,Image Processing,Image Processing,D1,3,Lecture,Tuesday,1401 - 1600,Debbieh,ENG,EB130,Debbieh,Lama Ahmed Affara,25,0604-Y2ELC,Computer Science - Second Year - Elective Courses,18,"Include:, Science",,Undergraduate
06,Science,11322,CMPS445,Concepts of Programming Languages,Concepts of Programming Languages,D1,3,Lecture,Tuesday,1201 - 1400,Debbieh,ENG,EB129,Debbieh,May Abdelhafiz Itani,25,0604-Y3COR,Computer Science - Third Year - Core Courses,5,"Include:, Science",,Undergraduate
06,Science,11322,CMPS445,Concepts of Programming Languages,Concepts of Programming Languages,D1,3,Lab,Wednesday,0801 - 1100,Debbieh,SCIENC,Computer Lab C,Debbieh,Madona Wafic Zankar,25,0604-Y3COR,Computer Science - Third Year - Core Courses,5,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Julie Imad Budaher,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11324,CMPS455,Computer Security,Computer Security,D1,3,Lecture,Friday,0801 - 1000,Debbieh,ENG,EB129,Debbieh,Hussein Zouheir EL Ghor,25,0604-Y3COR,Computer Science - Third Year - Core Courses,19,"Include:, Science",,Undergraduate
06,Science,11321,CMPS444,Senior Project II,Senior Project II,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Bilal Ezzeddine Nakhal,25,0604-Y3COR,Computer Science - Third Year - Core Courses,20,"Include:, Science",,Undergraduate
06,Science,11323,CMPS447,Computer Networks,Computer Networks,D1,3,Lab,Wednesday,1601 - 1900,Debbieh,SCIENC,Computer Lab C,Debbieh,Mohammed Abed El Razzak Al Saleh,25,0604-Y3COR,Computer Science - Third Year - Core Courses,6,"Include:, Science",,Undergraduate
06,Science,11323,CMPS447,Computer Networks,Computer Networks,D1,3,Lecture,Thursday,0801 - 1000,Debbieh,ENG,EB128,Debbieh,Mohammed Abed El Razzak Al Saleh,25,0604-Y3COR,Computer Science - Third Year - Core Courses,6,"Include:, Science",,Undergraduate
06,Science,11321,CMPS444,Senior Project II,Senior Project II,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,May Abdelhafiz Itani,25,0604-Y3COR,Computer Science - Third Year - Core Courses,20,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Layal Imad Abou Daher,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Hussein Zouheir EL Ghor,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11318,CMPS441,Fundamentals of Algorithms,Fundamentals of Algorithms,D1,3,Lab,Tuesday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Madona Wafic Zankar,25,0604-Y3COR,Computer Science - Third Year - Core Courses,7,"Include:, Science",,Undergraduate
06,Science,11321,CMPS444,Senior Project II,Senior Project II,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Lama Ahmed Affara,25,0604-Y3COR,Computer Science - Third Year - Core Courses,20,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,May Abdelhafiz Itani,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Mahmoud Ahmad Al Skafi,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Bilal Ezzeddine Nakhal,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Lama Ahmed Affara,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11324,CMPS455,Computer Security,Computer Security,D1,3,Lab,Friday,1301 - 1600,Debbieh,SCIENC,Computer Lab B,Debbieh,Mohamad Bahij Yassine,25,0604-Y3COR,Computer Science - Third Year - Core Courses,19,"Include:, Science",,Undergraduate
06,Science,11318,CMPS441,Fundamentals of Algorithms,Fundamentals of Algorithms,D1,3,Lecture,Tuesday,1401 - 1600,Debbieh,ENG,EB125,Debbieh,Julie Imad Budaher,25,0604-Y3COR,Computer Science - Third Year - Core Courses,7,"Include:, Science",,Undergraduate
06,Science,11320,CMPS443,Senior Project I,Senior Project I,D1,1,Lecture,Saturday,1001 - 1100,Debbieh,TBA,,Beirut,Ali Yassine El-Zaart,25,0604-Y3COR,Computer Science - Third Year - Core Courses,9,"Include:, Science",,Undergraduate
06,Science,11327,CMPS456,Topics in Computer Science,Topics in Computer Science,D1,3,Lecture,Wednesday,1101 - 1300,Debbieh,ENG,EB129,Debbieh,Julie Imad Budaher,25,0604-Y3ELC,Computer Science - Third Year - Elective Courses,13,"Include:, Science",,Undergraduate
06,Science,11327,CMPS456,Topics in Computer Science,Topics in Computer Science,D1,3,Lab,Wednesday,1301 - 1600,Debbieh,SCIENC,Computer Lab C,Debbieh,Mariam Saleh Sobuh,25,0604-Y3ELC,Computer Science - Third Year - Elective Courses,13,"Include:, Science",,Undergraduate
06,Science,11301,CMPS327,Image Processing,Image Processing,D1,3,Lecture,Tuesday,1401 - 1600,Debbieh,ENG,EB130,Debbieh,Lama Ahmed Affara,25,0604-YELC,Computer Science - Elective Courses,18,"Include:, Science",,Undergraduate
06,Science,11302,CMPS327,Image Processing,Image Processing,D2,3,Lab,Thursday,1101 - 1400,Debbieh,SCIENC,Computer Lab B,Debbieh,Mariam Saleh Sobuh,25,0604-YELC,Computer Science - Elective Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11301,CMPS327,Image Processing,Image Processing,D1,3,Lab,Monday,0801 - 1100,Debbieh,SCIENC,Computer Lab B,Debbieh,Mariam Saleh Sobuh,25,0604-YELC,Computer Science - Elective Courses,18,"Include:, Science",,Undergraduate
06,Science,11302,CMPS327,Image Processing,Image Processing,D2,3,Lecture,Tuesday,1401 - 1600,Debbieh,ENG,EB130,Debbieh,Lama Ahmed Affara,25,0604-YELC,Computer Science - Elective Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11381,PHYS345,Mathematical Methods for Physics,Mathematical Methods for Physics,D1,3,Lecture,Monday,0801 - 1100,Debbieh,ENG,EB126,Debbieh,Toufic Mohamed Anis El- Arwadi,30,0606-Y2COR,Physics - Second Year - Core Courses,26,"Include:, Science",,Undergraduate
06,Science,11400,PHYS341L,Classical Mechanics and Waves Laboratory,Classical Mechanics and Waves Laboratory,D1,1,Lab,Wednesday,1101 - 1400,Debbieh,ENG,Advanced Physics Lab,Debbieh,Nadwa Mahmoud Harb,30,0606-Y2COR,Physics - Second Year - Core Courses,26,"Include:, Science",,Undergraduate
06,Science,11401,PHYS347L,MODERN PHYSICS LABORATORY,MODERN PHYSICS LABORATORY,D1,1,Lab,Thursday,1101 - 1300,Debbieh,ENG,Advanced Physics Lab,Debbieh,Nadwa Mahmoud Harb,30,0606-Y2COR,Physics - Second Year - Core Courses,25,,,Undergraduate
06,Science,11409,TSHS341,Teaching science in high school,Teaching science in high school,D1,2,Lecture,Tuesday,1431 - 1630,Debbieh,ENG,EG125,Debbieh,Alaa Mohammad Abdallah,50,0606-Y2COR,Physics - Second Year - Core Courses,10,,,Undergraduate
06,Science,11380,PHYS341,Classical Mechanics and Waves,Classical Mechanics and Waves,D1,3,Lecture,Wednesday,0801 - 1100,Debbieh,ENG,EB126,Debbieh,Wassila Sami El Kanawati,30,0606-Y2COR,Physics - Second Year - Core Courses,24,"Include:, Science",,Undergraduate
06,Science,11382,PHYS347,MODERN PHYSICS,MODERN PHYSICS,D1,2,Lecture,Thursday,1401 - 1600,Debbieh,ENG,EB126,Debbieh,Mohamad Abdelrahim Abdelrahim,30,0606-Y2COR,Physics - Second Year - Core Courses,21,,,Undergraduate
06,Science,11383,PHYS353,LASER AND ITS APPLICATIONS,LASER AND ITS APPLICATIONS,D1,3,Lecture,Monday,1401 - 1700,Debbieh,ENG,EB126,Debbieh,Khouloud Khaled Habanjar,30,0606-Y3COR,Physics - Third Year - Core Courses,13,,,Undergraduate
06,Science,11384,PHYS441,Electrodynamics,Electrodynamics,D1,3,Lecture,Monday,0801 - 0930,Debbieh,ENG,EB128,Debbieh,Khouloud Khaled Habanjar,30,0606-Y3COR,Physics - Third Year - Core Courses,25,"Include:, Science",,Undergraduate
06,Science,11384,PHYS441,Electrodynamics,Electrodynamics,D1,3,Lecture,Tuesday,0801 - 0930,Debbieh,ENG,EB128,Debbieh,Khouloud Khaled Habanjar,30,0606-Y3COR,Physics - Third Year - Core Courses,25,"Include:, Science",,Undergraduate
06,Science,11386,PHYS445,RELATIVITY,RELATIVITY,D1,3,Lecture,Monday,1001 - 1130,Debbieh,ENG,EB128,Debbieh,Khouloud Khaled Habanjar,30,0606-Y3COR,Physics - Third Year - Core Courses,25,,,Undergraduate
06,Science,11385,PHYS443,Quantum Mechanics II,Quantum Mechanics II,D1,3,Lecture,Monday,1201 - 1330,Debbieh,ENG,EB128,Debbieh,Mahmoud Abdallah El- Korek,30,0606-Y3COR,Physics - Third Year - Core Courses,26,"Include:, Science",,Undergraduate
06,Science,11386,PHYS445,RELATIVITY,RELATIVITY,D1,3,Lecture,Tuesday,0931 - 1100,Debbieh,ENG,EB128,Debbieh,Khouloud Khaled Habanjar,30,0606-Y3COR,Physics - Third Year - Core Courses,25,,,Undergraduate
06,Science,11385,PHYS443,Quantum Mechanics II,Quantum Mechanics II,D1,3,Lecture,Tuesday,1101 - 1230,Debbieh,ENG,EB128,Debbieh,Mahmoud Abdallah El- Korek,30,0606-Y3COR,Physics - Third Year - Core Courses,26,"Include:, Science",,Undergraduate
06,Science,11260,CHEM345,Inorganic Chemistry I,Inorganic Chemistry I,D1,3,Lecture,Thursday,0801 - 1100,Debbieh,ENG,EB125,Debbieh,Nour Ibrahim El Ghouch,30,0607-Y2COR,Chemistry - Second Year - Core Courses,25,"Include:, Engineering, Science","Include:, Chemical Engineering, Chemistry",Undergraduate
06,Science,11261,CHEM349,Physical Chemistry II,Physical Chemistry II,D1,3,Lecture,Monday,1401 - 1700,Debbieh,ENG,EB129,Debbieh,Amani Wahib Aridi,30,0607-Y2COR,Chemistry - Second Year - Core Courses,24,"Include:, Science",,Undergraduate
06,Science,11409,TSHS341,Teaching science in high school,Teaching science in high school,D1,2,Lecture,Tuesday,1431 - 1630,Debbieh,ENG,EG125,Debbieh,Alaa Mohammad Abdallah,50,0607-Y2COR,Chemistry - Second Year - Core Courses,10,,,Undergraduate
06,Science,11278,CHEM349L,Physical Chemistry Laboratory,Physical Chemistry Laboratory,D1,1,Lab,Wednesday,1101 - 1400,Debbieh,SCIENC,Organic Chemistry Lab,Debbieh,Rana Mohamad Zankar,30,0607-Y2COR,Chemistry - Second Year - Core Courses,24,"Include:, Science",,Undergraduate
06,Science,11277,CHEM341L,Organic Chemistry Laboratory,Organic Chemistry Laboratory,D1,1,Lab,Wednesday,0801 - 1100,Debbieh,SCIENC,Organic Chemistry Lab,Debbieh,Farah Khodour Terro,30,0607-Y2COR,Chemistry - Second Year - Core Courses,25,"Include:, Science",,Undergraduate
06,Science,11258,CHEM341,Organic Chemistry II,Organic Chemistry II,D1,3,Lecture,Monday,1001 - 1300,Debbieh,ENG,EB129,Debbieh,Mohammad  El-Dakdouki,30,0607-Y2COR,Chemistry - Second Year - Core Courses,25,"Include:, Science",,Undergraduate
06,Science,11259,CHEM343,CHEMICAL KINETICS,CHEMICAL KINETICS,D1,2,Lecture,Tuesday,0901 - 1100,Debbieh,ENG,EB125,Debbieh,Ibtissam Rashid Saed,30,0607-Y2COR,Chemistry - Second Year - Core Courses,24,,,Undergraduate
06,Science,11262,CHEM441,Electrochemistry & Applications,Electrochemistry & Applications,D1,3,Lecture,Thursday,1231 - 1530,Debbieh,ENG,EB125,Debbieh,Ibtissam Rashid Saed,30,0607-Y3COR,Chemistry - Third Year - Core Courses,15,"Include:, Science",,Undergraduate
06,Science,11279,CHEM441L,Electrochemistry and Applications Laboratory,Electrochemistry and Applications Laboratory,D1,1,Lab,Tuesday,1101 - 1400,Debbieh,SCIENC,Inorganic Chemistry Lab,Debbieh,Leen Wajdi El Khatib,30,0607-Y3COR,Chemistry - Third Year - Core Courses,15,"Include:, Science",,Undergraduate
06,Science,11946,CHEM450,Introduction to Medicinal Chemistry,Introduction to Medicinal Chemistry,D1,3,Lecture,Thursday,1101 - 1230,Debbieh,ENG,EB125,Debbieh,Mohammad  El-Dakdouki,25,0607-YELC,Chemistry - Elective Courses,4,"Include:, Science",,Undergraduate
06,Science,11946,CHEM450,Introduction to Medicinal Chemistry,Introduction to Medicinal Chemistry,D1,3,Lecture,Monday,0801 - 0930,Debbieh,ENG,EB125,Debbieh,Mohammad  El-Dakdouki,25,0607-YELC,Chemistry - Elective Courses,4,"Include:, Science",,Undergraduate
06,Science,11272,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D1,1,Lab,Thursday,0801 - 1100,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Hasan Mahmoud Shamseddine,25,0608-Y1COR,Biology - First Year - Core Courses,Closed,"Include:, Science",,Undergraduate
06,Science,11955,CHEM241L,Principles of Chemistry Laboratory,Principles of Chemistry Laboratory,D6,1,Lab,Thursday,0801 - 1100,Debbieh,SCIENC,Analytical Chemistry Lab,Debbieh,Zeinab Bahij Fawaz,25,0608-Y1COR,Biology - First Year - Core Courses,4,"Include:, Science",,Undergraduate
